PERMIT NUMBER,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ISSUED DATE,EXPIRATION DATE,PAYMENT DATE,ADDRESS,ADDRESS NUMBER START,ADDRESS NUMBER,STREET DIRECTION,STREET,STREET TYPE,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LATITUDE,LONGITUDE,LOCATION
1145972,460867,1,"HMK COFFEE, INC.",Coffee Lab & Roasters,07/07/2020,05/31/2021,07/07/2020,2823 N LINCOLN AVE,2823,2823,N,LINCOLN,AVE,CHICAGO,,60657,32,8,32-8,19,41.933177208,-87.659363574,"(41.93317720763094, -87.65936357447276)"
1145982,457177,2,AG BELLS II LLC,TACO BELL CANTINA,09/29/2020,05/31/2021,07/07/2020,407 S DEARBORN ST,407,407,S,DEARBORN,ST,CHICAGO,,60605,4,21,4-21,1,41.876699512,-87.629110665,"(41.87669951154698, -87.62911066501952)"
1145983,462863,1,"Ella's BBQ, Inc.","Ella's BBQ, INC.",07/10/2020,05/31/2021,07/10/2020,723 W ARMITAGE AVE,723,723,W,ARMITAGE,AVE,CHICAGO,,60614,43,3,43-3,18,41.918088624,-87.647083148,"(41.9180886243431, -87.6470831479794)"
1145984,370469,1,Cafemechanics llc,Dollop Coffee and Tea,07/10/2020,05/31/2021,07/07/2020,4181 N CLARENDON AVE,4181,4181,N,CLARENDON,AVE,CHICAGO,IL,60613,46,45,46-45,19,41.957940147,-87.64965206,"(41.95794014690388, -87.6496520597932)"
1145985,86580,2,R J MEAD ENTERPRISES INC,THE SLIDE RIDE,08/26/2020,05/31/2021,07/08/2020,2348 W TAYLOR ST,2348,2348,W,TAYLOR,ST,CHICAGO,,60612,28,46,28-46,12,41.869091815,-87.685619116,"(41.86909181548008, -87.68561911556829)"
1145986,418669,1,"STEINGOLD'S OF CHICAGO, LLC",STEINGOLD'S OF CHICAGO,07/13/2020,05/31/2021,07/10/2020,1840 W IRVING PARK RD,1840,1840,W,IRVING PARK,RD,CHICAGO,,60613,47,25,47-25,19,41.954304982,-87.67578578,"(41.9543049818164, -87.67578577985408)"
1145987,395492,1,"HOMETEAM PIZZA, INC.","HOMETEAM PIZZA, INC.",07/23/2020,05/31/2021,07/15/2020,1363 W OHIO ST,1363,1363,W,OHIO,ST,CHICAGO,,60642,1,37,1-37,12,41.892382071,-87.661976421,"(41.892382070571905, -87.66197642116077)"
1145988,467227,1,"LURE CHICAGO, LLC",LURE FISHBAR CHICAGO,07/08/2020,05/31/2021,07/08/2020,616 N RUSH ST,616,616,N,RUSH,ST,CHICAGO,,60611,42,22,42-22,18,41.893130811,-87.625559064,"(41.89313081087328, -87.62555906428202)"
1145989,455463,1,"Baci Amore, Inc.",Baci Amore,07/10/2020,05/31/2021,07/08/2020,321 S JEFFERSON ST,321,321,S,JEFFERSON,ST,CHICAGO,,60661,42,16,42-16,1,41.877339579,-87.642368898,"(41.87733957924523, -87.64236889793398)"
1145995,393721,1,"COSTA DEL SOL, INC.",CAFE MARBELLA,07/13/2020,05/31/2021,07/08/2020,5527-5531 N MILWAUKEE AVE,5527,5527-5531,N,MILWAUKEE,AVE,CHICAGO,,60630,45,40,45-40,16,41.982350141,-87.773659845,"(41.982350141069084, -87.77365984476519)"
1146003,392994,1,"CANALU, LLC",GALLUCCI PIZZERIA NAPOLETANA,07/14/2020,05/31/2021,07/08/2020,1551 N WELLS ST,1551,1551,N,WELLS,ST,CHICAGO,IL,,27,54,27-54,18,41.910626751,-87.634547158,"(41.91062675138243, -87.63454715819464)"
1146005,424970,1,SOIREE ARRAY LLC,SOIREE BISTRO,07/31/2020,05/31/2021,07/29/2020,2036 W DIVISION ST,2036,2036,W,DIVISION,ST,CHICAGO,,60622,1,5,1-5,14,41.903273562,-87.678747763,"(41.90327356174819, -87.67874776316489)"
1146008,465827,1,Pokiology RoscoeVillage LLC,PokiologyRoscoe,08/03/2020,05/31/2021,08/02/2020,2111 W ROSCOE ST,2111,2111,W,ROSCOE,ST,CHICAGO,,60618,32,21,32-21,19,41.94307105,-87.681355224,"(41.94307105046144, -87.68135522357547)"
1146011,18419,1,"BJT, INC.",MERCHANT,07/24/2020,05/31/2021,07/22/2020,3137-3139 W LOGAN BLVD,3137,3137-3139,W,LOGAN,BLVD,CHICAGO,,60647,32,14,32-14,14,41.92786354,-87.706415101,"(41.92786354046742, -87.70641510084438)"
1146015,3013,1,THE BAGEL INC,THE BAGEL INC,07/13/2020,05/31/2021,07/09/2020,3107 N BROADWAY,3107,3107,N,BROADWAY,,CHICAGO,,60657,44,17,44-17,19,41.937999793,-87.644184732,"(41.93799979314034, -87.64418473186258)"
1146016,11600,1,"BLUE IRIS CAFE, INC.",TRADER TODD'S RESTAURANT & BAR,07/23/2020,05/31/2021,07/23/2020,3216 N SHEFFIELD AVE,3216,3216,N,SHEFFIELD,AVE,CHICAGO,IL,60657,44,39,44-39,19,41.940455448,-87.654270853,"(41.94045544818159, -87.65427085300712)"
1146025,270653,1,"COCO PAZZO OF ILLINOIS, LLC",COCO PAZZO,07/15/2020,05/31/2021,07/10/2020,300 W HUBBARD ST,300,300,W,HUBBARD,ST,CHICAGO,,60654,42,14,42-14,18,41.890072617,-87.635597856,"(41.890072617091896, -87.63559785580715)"
1146028,378414,1,PINTS AND LITERS LLC,FIRST DRAFT,08/26/2020,05/31/2021,07/22/2020,649 S CLARK ST,649,649,S,CLARK,ST,CHICAGO,,60605,4,17,4-17,1,41.873608285,-87.630500286,"(41.873608285143355, -87.63050028599581)"
1146029,426964,1,SIP OF HOPE LLC,SIP OF HOPE,07/15/2020,05/31/2021,07/14/2020,3039 W FULLERTON AVE,3039,3039,W,FULLERTON,AVE,CHICAGO,,60647,32,20,32-20,14,41.924637844,-87.703803603,"(41.924637844371944, -87.70380360340843)"
1146033,412005,1,STEAK 48 CHICAGO LLC,STEAK 48,07/22/2020,05/31/2021,07/16/2020,615 N WABASH AVE,615,615,N,WABASH,AVE,CHICAGO,,60611,42,22,42-22,18,41.893041529,-87.626604165,"(41.89304152938148, -87.62660416539327)"
1146034,462322,1,MOJO 33 NORTH LASALLE LLC,MOJO 33 NORTH LASALLE LLC,07/13/2020,05/31/2021,07/13/2020,33 N LA SALLE ST,33,33,N,LA SALLE,ST,CHICAGO,,60602,42,9,42-9,1,41.882797707,-87.632242081,"(41.88279770704961, -87.63224208140493)"
1146035,406662,9,SWEETGREEN CHICAGO LLC,Sweetgreen,07/13/2020,05/31/2021,07/13/2020,1471 N MILWAUKEE AVE,1471,1471,N,MILWAUKEE,AVE,CHICAGO,,60622,1,11,1-11,14,41.908726094,-87.674660839,"(41.90872609383611, -87.67466083943248)"
1146036,430124,1,TEALICIOUS INC.,TSAOCAA TEA,07/13/2020,05/31/2021,07/13/2020,2026 S CLARK ST,2026,2026,S,CLARK,ST,CHICAGO,,60616,25,14,25-14,1,41.854550801,-87.630289716,"(41.8545508013415, -87.63028971636605)"
1146040,285770,2,SUN ISLAND INC.,EVERGREEN RESTAURANT,07/15/2020,05/31/2021,07/14/2020,2411 S WENTWORTH AVE,2411,2411,S,WENTWORTH,AVE,CHICAGO,,60616,25,6,25-6,9,41.848804836,-87.631777735,"(41.848804836394464, -87.63177773474666)"
1146042,462766,1,CHICAGOLAND RPM LLC,HURRICANE COFFEE COMPANY,07/13/2020,05/31/2021,07/13/2020,4054 N WESTERN AVE,4054,4054,N,WESTERN,AVE,CHICAGO,,60618,47,17,47-17,19,41.955681825,-87.688662954,"(41.95568182462683, -87.68866295404592)"
1146045,421498,1,SOUTH LOOP PARTNERS LLC,WAFFLES,07/15/2020,05/31/2021,07/14/2020,1104 W MADISON ST,1104,1104,W,MADISON,ST,CHICAGO,,60607,25,16,25-16,12,41.881773225,-87.654689084,"(41.881773224806395, -87.65468908350952)"
1146048,10683,2,"STAR OF SUPERSTARS, INC.",AMARIT RESTAURANT,07/16/2020,05/31/2021,07/15/2020,600 S DEARBORN ST,600,600,S,DEARBORN,ST,CHICAGO,,60605,4,17,4-17,1,41.874481166,-87.62935654,"(41.87448116568133, -87.62935653990546)"
1146049,403082,1,109 WEST HUBBARD INC,MIKI'S PARK,07/14/2020,05/31/2021,07/14/2020,109 W HUBBARD ST,109,109,W,HUBBARD,ST,CHICAGO,,60654,42,32,42-32,18,41.889905477,-87.631504017,"(41.88990547666711, -87.63150401653571)"
1146058,49937,1,"1520 N. DAMEN, INC.",THE VIOLET HOUR,07/16/2020,05/31/2021,07/16/2020,1520 N DAMEN AVE,1520,1520,N,DAMEN,AVE,CHICAGO,,60622,1,8,1-8,14,41.9089214,-87.677567796,"(41.90892140028331, -87.67756779552343)"
1146059,456979,1,FIGARO FOODS LLC,CHICAGO WAFFLES,07/15/2020,05/31/2021,07/15/2020,1400 S MICHIGAN AVE,1400,1400,S,MICHIGAN,AVE,CHICAGO,,60605,3,34,3-34,1,41.864001544,-87.624225729,"(41.864001543549804, -87.62422572913968)"
1146060,432080,2,MARCELA'S CAFE CORP.,MARCELA'S CAFE,07/17/2020,05/31/2021,07/17/2020,3503 W FULLERTON AVE,3503,3503,W,FULLERTON,AVE,CHICAGO,,60647,35,7,35-7,14,41.924533248,-87.713868445,"(41.92453324764133, -87.71386844484053)"
1146063,366617,1,"UR IN, INC.",Pisco Peruvian Restaurant & Bar,07/16/2020,05/31/2021,07/15/2020,3220-3224 W LAWRENCE AVE,3220,3220-3224,W,LAWRENCE,AVE,CHICAGO,,60625,33,2,33-2,17,41.968552615,-87.709381075,"(41.96855261492736, -87.70938107470327)"
1146065,408490,4,14 PARISH LLC,14 PARISH,07/24/2020,05/31/2021,07/15/2020,1644 E 53RD ST,1644,1644,E,53RD,ST,CHICAGO,,60615,5,20,5-20,2,41.799704657,-87.585029609,"(41.79970465653982, -87.58502960921741)"
1146074,375393,1,Ukai restaurant Inc.,Ukai restaurant,07/16/2020,05/31/2021,07/16/2020,1059 W BELMONT AVE,1059,1059,W,BELMONT,AVE,CHICAGO,,60657,44,10,44-10,19,41.939764684,-87.65647301,"(41.939764684493404, -87.65647301014421)"
1146075,429371,1,"SAZON CUBANO, INC.",SAZON CUBANO INC,07/24/2020,05/31/2021,07/17/2020,5422 W FULLERTON AVE,5422,5422,W,FULLERTON,AVE,CHICAGO,,60639,30,19,30-19,25,41.924140296,-87.762000343,"(41.9241402961351, -87.76200034299336)"
1146076,376257,4,"OXFORD HOTELS AND RESORTS, LLC",HOTEL JULIAN,07/17/2020,05/31/2021,07/16/2020,168 N MICHIGAN AVE,168,168,N,MICHIGAN,AVE,CHICAGO,,60601,42,42,42-42,1,41.884965221,-87.624624199,"(41.884965221497076, -87.6246241985837)"
1146081,420348,1,O'DADDY WRIGLEY LLC,SMOKE DADDY,07/17/2020,05/31/2021,07/16/2020,3636 N CLARK ST,3636,3636,N,CLARK,ST,CHICAGO,,60613,44,32,44-32,19,41.948117852,-87.65742192,"(41.94811785164419, -87.65742192017119)"
1146086,339081,10,"FIVE GUYS OPERATIONS, LLC",FIVE GUYS BURGERS & FRIES,07/23/2020,05/31/2021,07/17/2020,22 S CLINTON ST,22,22,S,CLINTON,ST,CHICAGO,,60661,42,41,42-41,1,41.881163,-87.641317254,"(41.88116299950592, -87.64131725437271)"
1146098,463712,1,DOLLOP MONTROSE LLC,DOLLOP COFFEE CO,07/20/2020,05/31/2021,07/17/2020,1636 W MONTROSE AVE,1636,1636,W,MONTROSE,AVE,CHICAGO,,60613,47,,47-,19,41.961680924,-87.670761627,"(41.961680923582406, -87.67076162710427)"
1146100,456821,1,KAATHIS LINCOLN PARK LLC,KAATHIS,07/28/2020,05/31/2021,07/28/2020,2273 N LINCOLN AVE,2273,2273,N,LINCOLN,AVE,CHICAGO,,60614,43,29,43-29,18,41.923573999,-87.645932227,"(41.9235739992025, -87.64593222667874)"
1146103,423848,1,"BOKA MANAGEMENT CLARK STREET, LLC",SWIFT AND SON'S TAVERN,07/17/2020,05/31/2021,07/17/2020,3600-3602 N CLARK ST,3600,3600-3602,N,CLARK,ST,CHICAGO,,60613,44,32,44-32,19,41.947202225,-87.656687756,"(41.947202225469304, -87.65668775559263)"
1146104,459187,1,"CHEDDAR BY DESIGN, INC.",A BEAUTIFUL RIND,07/17/2020,05/31/2021,07/17/2020,2211 N MILWAUKEE AVE,2211,2211,N,MILWAUKEE,AVE,CHICAGO,,60647,1,16,1-16,14,41.921076158,-87.694137859,"(41.921076157561416, -87.69413785909323)"
1146114,410072,1,SUSHI TAKU INC,SUSHI TAKU,08/27/2020,05/31/2021,08/04/2020,1904-06 W DIVISION ST,1904,1904-06,W,DIVISION,ST,CHICAGO,IL,60622,1,17,1-17,14,41.903337243,-87.675041896,"(41.90333724263777, -87.67504189565273)"
1146118,410090,1,MENDOZA RAMOS INC.,KIE-GOL-LANEE COMIDA TRADICIONAL OAXAQUENA,07/20/2020,05/31/2021,07/20/2020,5004 N SHERIDAN RD,5004,5004,N,SHERIDAN,RD,CHICAGO,,60640,48,21,48-21,20,41.97347815,-87.655079589,"(41.973478149511195, -87.65507958945189)"
1146120,415210,1,AREPA GEORGE LP,AREPA GEORGE,07/20/2020,05/31/2021,07/20/2020,1552 N KEDZIE AVE,1552,1552,N,KEDZIE,AVE,CHICAGO,,60651,26,12,26-12,14,41.909897849,-87.707145153,"(41.909897849174, -87.70714515263228)"
1146122,432019,1,THE HOXTON (CHICAGO) R-B LLC,"THE HOXTON, CHICAGO",07/20/2020,05/31/2021,07/20/2020,200 N GREEN ST,200,200,N,GREEN,ST,CHICAGO,,60607,27,45,27-45,12,41.885699197,-87.648789089,"(41.885699197163355, -87.64878908937915)"
1146126,376757,1,NORTH LARRABEE FOOD CORP. DBA THE GODDESS RIVER NORTH,THE GODDESS RIVER NORTH,07/22/2020,05/31/2021,07/21/2020,901 N LARRABEE ST,901,901,N,LARRABEE,ST,CHICAGO,IL,60610,27,39,27-39,18,41.898756686,-87.642878868,"(41.89875668638562, -87.64287886755926)"
1146130,240,1,"ITALIAN VILLAGE RESTAURANT, INC.","ITALIAN VILLAGE RESTAURANT, INC.",07/22/2020,05/31/2021,07/21/2020,71 W MONROE ST,71,71,W,MONROE,ST,CHICAGO,,60603,42,9,42-9,1,41.880591895,-87.630442327,"(41.880591895360816, -87.63044232703336)"
1146135,360214,1,NATIVE FOODS BUCKTOWN LLC,NATIVE FOODS CAFE,07/23/2020,05/31/2021,07/22/2020,1484 N MILWAUKEE AVE,1484,1484,N,MILWAUKEE,AVE,CHICAGO,IL,60622,1,10,1-10,14,41.908871127,-87.675337425,"(41.908871127140785, -87.6753374248646)"
1146143,14647,4,HCD CHICAGO CORPORATION,OMNI CHICAGO HOTEL,07/30/2020,05/31/2021,07/29/2020,674-678 N MICHIGAN AVE,674,674-678,N,MICHIGAN,AVE,CHICAGO,,60611,42,23,42-23,18,41.894754369,-87.624394347,"(41.89475436857259, -87.6243943466027)"
1146145,376407,1,BARBA YIANNI TAVERNA INC.,BARBA YIANNI TAVERNA INC.,07/24/2020,05/31/2021,07/23/2020,4761 N LINCOLN AVE,4761,4761,N,LINCOLN,AVE,CHICAGO,IL,60625,47,20,47-20,19,41.968253933,-87.688172469,"(41.96825393294936, -87.68817246934601)"
1146148,23090,2,DRAM OF CHICAGO INC.,MIRAI SUSHI,07/30/2020,05/31/2021,07/29/2020,2020 W DIVISION ST,2020,2020,W,DIVISION,ST,CHICAGO,IL,60622,1,17,1-17,14,41.903284899,-87.678141456,"(41.90328489854517, -87.6781414560568)"
1146152,343279,1,CHICKEN WORKS AND SALAD CO.,CHICKEN WORKS AND SALAD CO.,07/24/2020,05/31/2021,07/23/2020,3658 W IRVING PARK RD,3658,3658,W,IRVING PARK,RD,CHICAGO,IL,60618,45,29,45-29,17,41.953858137,-87.719997987,"(41.95385813673397, -87.7199979868619)"
1146153,15640,2,"COLON ENTERPRISES, INC.",DAISIES,07/28/2020,05/31/2021,07/28/2020,2523 N MILWAUKEE AVE,2523,2523,N,MILWAUKEE,AVE,CHICAGO,,60647,32,14,32-14,14,41.927285463,-87.704259563,"(41.92728546268809, -87.70425956334667)"
1146154,1554,1,"JUST ""B"" CLAWS, INC.",SHAW'S CRAB HOUSE,07/23/2020,05/31/2021,07/23/2020,21 E HUBBARD ST,21,21,E,HUBBARD,ST,CHICAGO,,60611,42,25,42-25,18,41.889971085,-87.627074774,"(41.889971085414004, -87.6270747744828)"
1146160,422966,1,"BIG STAR WRIGLEY FIELD, INC.",BIG STAR II,07/24/2020,05/31/2021,07/24/2020,3638-3640 N CLARK ST,3638,3638-3640,N,CLARK,ST,CHICAGO,,60613,44,32,44-32,19,41.948168634,-87.657463052,"(41.948168634367825, -87.65746305156426)"
1146162,4162,1,BRETT'S KITCHEN INC.,BRETT'S KITCHEN,07/24/2020,05/31/2021,07/24/2020,233 W SUPERIOR ST,233,233,W,SUPERIOR,ST,CHICAGO,,60654,42,15,42-15,18,41.895463439,-87.635599493,"(41.89546343940486, -87.63559949263859)"
1146163,412197,1,"BLIND BARBER CHICAGO, LLC",BLIND BARBER,07/24/2020,05/31/2021,07/24/2020,948 W FULTON MARKET,948,948,W,FULTON MARKET,,CHICAGO,,60607,27,45,27-45,12,41.886854792,-87.65176775,"(41.886854792080925, -87.6517677496529)"
1146164,460651,1,POCHOS LLC,POCHOS,07/27/2020,05/31/2021,07/24/2020,2025 W 35TH ST,2025,2025,W,35TH,ST,CHICAGO,,60609,12,4,12-4,9,41.830268564,-87.676353067,"(41.830268564486104, -87.67635306666367)"
1146167,326151,2,"ASIA ON ILLINOIS, LLC",SUNDA,07/24/2020,05/31/2021,07/24/2020,110 W ILLINOIS ST,110,110,W,ILLINOIS,ST,CHICAGO,,60654,42,32,42-32,18,41.890924221,-87.63161779,"(41.890924221316645, -87.6316177901787)"
1146168,468662,1,Leonor Gonzalez,don pedro mexican restaurant,08/14/2020,05/31/2021,07/27/2020,4064 N LINCOLN AVE,4064,4064,N,LINCOLN,AVE,CHICAGO,,60618,47,35,47-35,19,41.95586808,-87.680122867,"(41.955868080075895, -87.68012286699279)"
1146169,62947,1,"MARTINS CORNER, INC.",MARTIN'S CORNER,07/27/2020,05/31/2021,07/27/2020,2058 W 22ND PL,2058,2058,W,22ND,PL,CHICAGO,,60608,25,1,25-1,10,41.851341213,-87.678149363,"(41.8513412126996, -87.67814936266365)"
1146170,406218,1,SEOUL TACO CHICAGO LLC,SEOUL TACO,07/28/2020,05/31/2021,07/28/2020,738 N CLARK ST,738,738,N,CLARK,ST,CHICAGO,,60654,2,40,2-40,18,41.896004747,-87.631380517,"(41.89600474720552, -87.63138051690716)"
1146176,388962,1,"BOKA JAPAN, LLC",MOMOTARO,07/27/2020,05/31/2021,07/27/2020,820 W LAKE ST,820,820,W,LAKE,ST,CHICAGO,,60607,27,45,27-45,12,41.885758369,-87.648410589,"(41.88575836898289, -87.64841058851927)"
1146177,348252,1,Chicago Dogs LLC,Devil Dawgs,07/31/2020,05/31/2021,07/31/2020,2147 N SHEFFIELD AVE,2147,2147,N,SHEFFIELD,AVE,CHICAGO,,60614,43,41,43-41,18,41.921311835,-87.653328593,"(41.92131183470468, -87.65332859333675)"
1146178,359681,1,"ROOTS HANDMADE PIZZA, LLC",ROOTS HANDMADE PIZZA,07/28/2020,05/31/2021,07/28/2020,1922-24 W CHICAGO AVE,1922,1922-24,W,CHICAGO,AVE,CHICAGO,IL,60622,1,46,1-46,12,41.89604491,-87.675604846,"(41.89604490958585, -87.67560484584318)"
1146191,454701,1,"ROOTS SECOND CITY, LLC",ROOTS HANDMADE PIZZA - SECOND CITY / UTOPIAN TAILGATE,07/28/2020,05/31/2021,07/28/2020,1610 N WELLS ST,1610,1610,N,WELLS,ST,CHICAGO,,60614,2,33,2-33,18,41.911494368,-87.634868095,"(41.911494367763304, -87.63486809549644)"
1146206,390178,1,"INTERNATIONAL GRILL, LLC.",AZUL 18TH RESTAURANT,08/06/2020,05/31/2021,07/29/2020,1236 W 18TH ST,1236,1236,W,18TH,ST,CHICAGO,,60608,25,24,25-24,12,41.858039084,-87.65788508,"(41.85803908398444, -87.65788508044622)"
1146215,465625,2,"EVERGREEN VENTURES TROPICAL, LLC",Tropical Smoothie Cafe,08/14/2020,05/31/2021,07/29/2020,4874 N LINCOLN AVE,4874,4874,N,LINCOLN,AVE,CHICAGO,,60625,40,38,40-38,20,41.970550218,-87.689936508,"(41.970550218072056, -87.68993650758067)"
1146218,419965,1,"151 W. ERIE, LLC",AVEC II,07/30/2020,05/31/2021,07/29/2020,141 W ERIE ST,141,141,W,ERIE,ST,CHICAGO,,60654,42,,42-,18,41.893900256,-87.632731687,"(41.8939002561912, -87.63273168715278)"
1146221,63399,1,"TWO HUMBERTO'S, INC.",TIMOTHY O'TOOLE'S,07/29/2020,05/31/2021,07/29/2020,622 N FAIRBANKS,622,622,N,FAIRBANKS,,CHICAGO,,,42,,42-,,41.893365397,-87.620422057,"(41.89336539713901, -87.62042205744733)"
1146227,330764,1,CHURRO FACTORY INCORPORATED,CHURRO FACTORY INC,08/12/2020,05/31/2021,08/10/2020,2214 S WOLCOTT AVE,2214,2214,S,WOLCOTT,AVE,CHICAGO,IL,60608,25,15,25-15,10,41.851726995,-87.673525268,"(41.85172699473014, -87.67352526774295)"
1146232,219937,1,"ELIO, INC.",SABOR A CAFE RESTAURANT,08/04/2020,05/31/2021,07/29/2020,2435 W PETERSON AVE,2435,2435,W,PETERSON,AVE,CHICAGO,,60659,40,15,40-15,20,41.990381096,-87.691099599,"(41.990381095595595, -87.691099598697)"
1146243,397764,1,"BUNDOO KHAN KABAB HOUSE, INC.",BUNDOO KHAN,08/04/2020,05/31/2021,08/03/2020,2537-2539 W DEVON AVE,2537,2537-2539,W,DEVON,AVE,CHICAGO,,60659,50,30,50-30,24,41.997554173,-87.693770179,"(41.99755417277127, -87.69377017915909)"
1146282,7953,1,"CONDESA RESTAURANT, INC.",LA CASA DE SAMUEL REST.,09/08/2020,05/31/2021,08/13/2020,2834 W CERMAK RD,2834,2834,W,CERMAK,RD,CHICAGO,,60623,12,7,12-7,10,41.851996512,-87.696999896,"(41.85199651248391, -87.6969998955715)"
1146284,280245,1,DICKENS' LIQUORS INC.,PRINTERS ROW WINE SHOP,07/31/2020,05/31/2021,07/31/2020,719 S DEARBORN ST,719,719,S,DEARBORN,ST,CHICAGO,,60605,4,17,4-17,1,41.872969717,-87.629007546,"(41.87296971734309, -87.62900754620853)"
1146285,330764,9,CHURRO FACTORY INCORPORATED,CHURRO FACTORY,08/12/2020,05/31/2021,08/10/2020,3755 W ARMITAGE AVE,3755,3755,W,ARMITAGE,AVE,CHICAGO,IL,60647,26,15,26-15,25,41.917117394,-87.721445018,"(41.91711739401661, -87.72144501827158)"
1146287,421854,1,TACOTLAN CORPORATION,TACOTLAN,09/23/2020,05/31/2021,07/31/2020,4312 W FULLERTON AVE,4312,4312,W,FULLERTON,AVE,CHICAGO,,60639,31,41,31-41,25,41.924499561,-87.734652929,"(41.92449956081487, -87.7346529288684)"
1146294,381444,1,"EATALY CHICAGO, LLC",EATALY,07/31/2020,05/31/2021,07/31/2020,43 E OHIO ST,43,43,E,OHIO,ST,CHICAGO,,60611,42,22,42-22,18,41.892394751,-87.626415335,"(41.89239475098296, -87.62641533543558)"
1146295,368814,1,2423 OAKLEY PARTNERS LLC,IGNOTZ ONE DOOR SOUTH,08/03/2020,05/31/2021,08/03/2020,2423 S OAKLEY AVE,2423,2423,S,OAKLEY,AVE,CHICAGO,,60608,25,26,25-26,10,41.847753396,-87.682927796,"(41.84775339576966, -87.68292779619232)"
1146296,21745,1,2421 OAKLEY PARTNERS LLC,IGNOTZ' RISTORANTE,08/03/2020,05/31/2021,08/03/2020,2421 S OAKLEY AVE,2421,2421,S,OAKLEY,AVE,CHICAGO,,60608,25,26,25-26,10,41.847811521,-87.682929673,"(41.847811520697334, -87.68292967306401)"
1146297,466438,1,TESTACCIO LLC,TESTACCIO,07/31/2020,05/31/2021,07/31/2020,2456 N CALIFORNIA AVE,2456,2456,N,CALIFORNIA,AVE,CHICAGO,,60647,1,41,1-41,14,41.926480288,-87.697607928,"(41.92648028782631, -87.69760792778989)"
1146301,464503,1,LA VILLITA MICHOACANA; CORP.,LA VILLITA MICHOACANA,08/05/2020,05/31/2021,08/04/2020,2835 N CENTRAL AVE,2835,2835,N,CENTRAL,AVE,CHICAGO,,60634,31,3,31-3,25,41.932333074,-87.766136532,"(41.93233307427379, -87.7661365319532)"
1146304,232,1,S L J CORP,BRUNA'S CAFE,08/04/2020,05/31/2021,08/04/2020,2424 S OAKLEY AVE,2424,2424,S,OAKLEY,AVE,CHICAGO,,60608,25,5,25-5,10,41.847573841,-87.683215839,"(41.847573840855105, -87.68321583947979)"
1146307,410946,1,"DEVIL DAWGS WICKER PARK, LLC",DEVIL DAWGS,08/05/2020,05/31/2021,08/05/2020,1431 N MILWAUKEE AVE,1431,1431,N,MILWAUKEE,AVE,CHICAGO,,60622,1,11,1-11,14,41.907970608,-87.673476395,"(41.90797060799855, -87.67347639535005)"
1146308,391703,1,STK CHICAGO LLC,STK CHICAGO,08/05/2020,05/31/2021,08/05/2020,9 W KINZIE ST,9,9,W,KINZIE,ST,CHICAGO,,60654,42,27,42-27,18,41.889137271,-87.62843006,"(41.88913727056584, -87.62843005984261)"
1146310,3181,1,"THE STAR OF SIAM, INC.","THE STAR OF SIAM, INC.",08/12/2020,05/31/2021,08/10/2020,1 E ILLINOIS ST,1,1,E,ILLINOIS,ST,CHICAGO,,60611,42,25,42-25,18,41.890757351,-87.627969062,"(41.890757350624774, -87.6279690620474)"
1146333,396733,2,JUICERX CLEANSE LLC,JUICERX,08/05/2020,05/31/2021,08/05/2020,1880 N DAMEN AVE,1880,1880,N,DAMEN,AVE,CHICAGO,,60647,32,4,32-4,14,41.916132612,-87.677731718,"(41.91613261213558, -87.67773171836664)"
1146336,454616,1,"TAZA CATERING, INC.",TAZA MEDITERRANEAN CUISINE,08/18/2020,05/31/2021,08/17/2020,176 N FRANKLIN ST,176,176,N,FRANKLIN,ST,CHICAGO,,60606,42,9,42-9,1,41.885248027,-87.635545917,"(41.885248026568625, -87.63554591705974)"
1146340,408755,1,"MOD SUPER FAST PIZZA, LLC",MOD PIZZA,08/05/2020,05/31/2021,08/05/2020,3643 N WESTERN AVE,3643,3643,N,WESTERN,AVE,CHICAGO,,60618,47,7,47-7,19,41.948007663,-87.688147771,"(41.94800766308602, -87.68814777067428)"
1146345,463188,1,"ETTA RIVER NORTH, LLC",ETTA,08/07/2020,05/31/2021,08/06/2020,700 N CLARK ST,700,700,N,CLARK,ST,CHICAGO,,60654,2,40,2-40,18,41.89487136,-87.631350627,"(41.89487136031609, -87.63135062697823)"
1146346,468560,1,BUREAU BAR AND RESTAURANT LLC,BUREAU BAR AND RESTAURANT,08/06/2020,05/31/2021,08/05/2020,2115 S STATE ST,2115,2115,S,STATE,ST,CHICAGO,,60616,3,3,3-3,1,41.853768096,-87.62695736,"(41.85376809634427, -87.62695735958255)"
1146353,368691,1,"PICCOLO SOGNO DUE, LLC",NONNINA,08/13/2020,05/31/2021,08/13/2020,340 N CLARK ST,340,340,N,CLARK,ST,CHICAGO,IL,60654,42,46,42-46,18,41.888526714,-87.631191374,"(41.888526713886016, -87.63119137435383)"
1146354,375024,1,"2539 WEST DIVISION, INC.",ESMERALDA'S,09/04/2020,05/31/2021,08/06/2020,2539 W DIVISION ST,2539,2539,W,DIVISION,ST,CHICAGO,,60622,26,20,26-20,12,41.902867715,-87.691097872,"(41.902867714807854, -87.69109787174827)"
